"E3.5_ICM_R1"	"E3.5_ICM_R2"	"E3.5_ICM_R3"	"E4.5_EPI_R1"	"E4.5_EPI_R2"	"E4.5_EPI_R3"	"E5.5_EPI_R1"	"E5.5_EPI_R2"	"E5.5_EPI_R3"
"ENSMUSG00000029038"	9673	17442	24350	7358	8631	16843	10710	8879	14953
"ENSMUSG00000064916"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096221"	21	13	13	3	6	17	213	12	96
"ENSMUSG00000084845"	18	16	9	4	10	18	9	7	11
"ENSMUSG00000029036"	31779	26783	22288	5685	6823	19957	26432	22906	31537
"ENSMUSG00000054514"	10	9	2	0	6	5	6	4	2
"ENSMUSG00000042116"	86	62	30	7	34	32	122	141	7
"ENSMUSG00000097728"	21	16	3	3	9	20	12	5	8
"ENSMUSG00000073680"	37	27	7	13	50	29	23	161	7
"ENSMUSG00000098638"	31	36	7	2	7	10	9	7	0
"ENSMUSG00000078487"	2	1	0	0	0	0	53	0	0
"ENSMUSG00000029066"	22015	22894	24773	7865	8755	20584	23329	16642	35564
"ENSMUSG00000029068"	7008	9679	5185	1410	3208	6241	12082	11997	17517
"ENSMUSG00000065990"	35252	27847	51914	8737	15822	34609	32199	29409	36628
"ENSMUSG00000073679"	0	2	0	0	0	1	0	0	0
"ENSMUSG00000029070"	225	146	555	238	4	2	4017	993	2662
"ENSMUSG00000029071"	2245	3836	5162	301	26	562	7368	7119	5490
"ENSMUSG00000029072"	11	6	155	0	5	7	0	1	2
"ENSMUSG00000029073"	2596	1720	6102	1177	62	456	1496	1984	2053
"ENSMUSG00000029034"	20113	22790	52163	6004	5189	32605	18405	20439	18049
"ENSMUSG00000051557"	2038	1742	3009	496	1096	7495	5509	334	2311
"ENSMUSG00000029033"	1574	5677	3562	4	808	1445	3118	2915	2055
"ENSMUSG00000096174"	3	2	4	0	0	0	0	0	0
"ENSMUSG00000023286"	23120	24620	18849	5662	9123	13841	14549	10752	15127
"ENSMUSG00000023571"	6862	15891	13259	45	296	265	696	720	723
"ENSMUSG00000050796"	1842	1341	212	220	1540	1690	225	282	1268
"ENSMUSG00000029076"	21334	24583	30742	3580	9780	31180	7583	10380	8891
"ENSMUSG00000029075"	898	0	1	55	0	2	37	102	93
"ENSMUSG00000103183"	13	3	3	2	7	12	6	346	1
"ENSMUSG00000087381"	2	0	1	0	0	1	0	0	0
"ENSMUSG00000088545"	5	1	1	0	6	6	5	6	1
"ENSMUSG00000041954"	0	1	0	0	1	1	0	0	8
"ENSMUSG00000029074"	4	0	0	0	1	6	0	0	5
"ENSMUSG00000086549"	0	8	2	0	0	2	657	153	210
"ENSMUSG00000065427"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000065400"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000065549"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000059939"	6526	3961	3831	131	624	2415	4308	4312	4285
"ENSMUSG00000110404"	54	6	0	1	1	0	0	1	131
"ENSMUSG00000041936"	7556	6256	1863	4361	3378	11762	19817	11608	12147
"ENSMUSG00000035692"	2	0	3	2	42	4	249	15	169
"ENSMUSG00000078349"	5	9	0	0	4	12	1	2	3
"ENSMUSG00000078486"	17	26	11	5	28	22	15	4	45
"ENSMUSG00000078485"	2810	3187	585	219	392	1967	1507	1884	1136
"ENSMUSG00000098954"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095567"	24356	19233	41718	6097	8494	27759	25587	17270	26435
"ENSMUSG00000096351"	13	0	136	63	2	4	33	0	2
"ENSMUSG00000111895"	0	0	1	0	0	0	0	0	0
"ENSMUSG00000057021"	2	1	1	0	0	0	0	0	0
"ENSMUSG00000096042"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000098947"	0	0	0	0	0	0	0	1	1
"ENSMUSG00000090577"	0	0	0	0	0	3	0	0	0
"ENSMUSG00000105722"	0	0	0	0	2	0	1	1	0
"ENSMUSG00000106520"	0	6	1	0	0	1	0	1	0
"ENSMUSG00000106504"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000090701"	4	4	106	0	2	3	2	1	1
"ENSMUSG00000091936"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000106399"	1	4	1	0	4	3	2	3	1
"ENSMUSG00000091483"	1	0	0	0	0	0	0	1	0
"ENSMUSG00000105800"	1	0	1	2	1	1	1	1	0
"ENSMUSG00000062353"	16813	15444	16748	37246	21722	29849	21658	217095	173612
"ENSMUSG00000106658"	4	0	1	0	1	2	3	0	0
"ENSMUSG00000040274"	410	319	13	442	1968	1861	1109	1632	3641
"ENSMUSG00000106588"	15	9	3	3	7	10	3	4	3
"ENSMUSG00000105534"	1	1	1	0	1	1	1	0	0
"ENSMUSG00000058503"	751	455	3892	776	2162	2037	3914	2116	5689
"ENSMUSG00000105656"	2	2	2	10	2	3	0	0	1
"ENSMUSG00000065044"	2	0	0	0	0	0	1	0	0
"ENSMUSG00000008307"	0	0	1	0	0	0	113	31	27
"ENSMUSG00000040302"	131	1586	1179	563	788	1368	748	492	1032
"ENSMUSG00000104891"	13	11	3	2	7	6	4	5	0
"ENSMUSG00000005907"	788	2697	1673	167	254	315	1103	856	1269
"ENSMUSG00000105130"	2	2	0	0	0	0	0	0	0
"ENSMUSG00000104950"	3	1	0	1	2	5	1	0	1
"ENSMUSG00000007415"	4937	3416	4360	1661	3171	7003	10587	7105	13765
"ENSMUSG00000014529"	7	12	1	0	7	7	9	3	1
"ENSMUSG00000093279"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040351"	1034	1377	867	1502	40	1597	983	906	1318
"ENSMUSG00000092698"	0	0	0	0	0	1	0	2	0
"ENSMUSG00000105950"	11	9	1	4	8	8	5	4	1
"ENSMUSG00000000600"	1214	1310	1149	1174	233	27	865	1368	4190
"ENSMUSG00000040367"	4	4	1	0	5	3	3	3	3
"ENSMUSG00000104699"	3573	3084	2643	2194	5168	6058	5634	6011	3294
"ENSMUSG00000040429"	473	439	513	304	634	1082	935	1042	594
"ENSMUSG00000040407"	46	24	455	515	535	3106	2092	2205	3794
"ENSMUSG00000105893"	12	18	5	3	24	16	12	5	2
"ENSMUSG00000106535"	1	2	90	0	3	3	71	3	2
"ENSMUSG00000001467"	722	134	5919	422	3081	5849	4840	3209	5031
"ENSMUSG00000053178"	152	53	23	155	32	54	119	123	301
"ENSMUSG00000044674"	19	10	141	130	6	10	221	113	526
"ENSMUSG00000083921"	36	26	9	3	15	3	17	15	14
"ENSMUSG00000105560"	1	1	1	0	1	2	0	0	0
"ENSMUSG00000104656"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000028926"	346	78	399	19	42	38	67	500	36
"ENSMUSG00000106212"	79	71	24	32	79	59	30	36	16
"ENSMUSG00000105062"	4	4	0	2	4	0	0	1	1
"ENSMUSG00000093159"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106472"	2	1	0	0	2	3	0	0	2
"ENSMUSG00000106272"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000105400"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106054"	19	32	2	38	56	26	40	45	1
"ENSMUSG00000105287"	10	4	2	1	7	7	4	3	4
"ENSMUSG00000105864"	11	5	0	1	6	12	3	10	6
"ENSMUSG00000106202"	9	11	1	0	4	6	3	3	7
"ENSMUSG00000104867"	10	24	2	7	13	17	8	5	15
"ENSMUSG00000079666"	1	0	0	0	1	3	0	0	0
"ENSMUSG00000046798"	341	1805	33	167	615	13	754	511	491
"ENSMUSG00000040464"	1365	2574	2026	377	960	3672	1283	2595	3930
"ENSMUSG00000104716"	91	62	55	19	47	98	45	75	28
"ENSMUSG00000073234"	6	11	3	0	5	3	1	2	3
"ENSMUSG00000040473"	18	16	9	4	5	14	128	92	13
"ENSMUSG00000015653"	148	108	689	183	856	96	447	623	167
"ENSMUSG00000105996"	7	4	1	0	4	7	2	2	0
"ENSMUSG00000015652"	1019	4	6	280	661	14	42	11	2
"ENSMUSG00000097554"	30104	25703	16231	7166	19246	39092	18715	19417	6010
"ENSMUSG00000100801"	0	0	4	2	0	7	1	0	3
"ENSMUSG00000104952"	10	15	5	1	9	14	7	10	1
"ENSMUSG00000088692"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000105370"	0	0	0	0	0	0	1	1	0
"ENSMUSG00000106308"	0	0	1	0	0	0	0	0	0
"ENSMUSG00000088380"	0	0	0	0	0	0	1	0	0
"ENSMUSG00000106064"	1	0	13	0	1	0	2	1	0
"ENSMUSG00000104663"	1	0	0	0	1	0	3	0	1
"ENSMUSG00000105487"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106532"	396	597	663	145	572	1401	654	861	134
"ENSMUSG00000092094"	5	10	1	1	3	4	1	3	5
"ENSMUSG00000064851"	1	0	0	0	1	0	0	0	0
"ENSMUSG00000095159"	515	983	1167	731	742	2270	981	1258	520
"ENSMUSG00000105711"	15	18	10	10	15	19	10	12	2
"ENSMUSG00000105980"	3	4	1	1	0	0	3	0	0
"ENSMUSG00000105832"	21374	2799	1279	1075	2699	4276	2430	2166	911
"ENSMUSG00000040514"	6	9	2	2	2	3	5	4	0
"ENSMUSG00000098077"	7	3	4	11	14	15	17	27	11
"ENSMUSG00000105068"	0	0	1	0	2	0	0	1	0
"ENSMUSG00000081226"	346	267	115	51	210	401	60	113	50
"ENSMUSG00000080515"	0	0	0	0	0	0	0	0	1
"ENSMUSG00000104624"	33	0	0	3	9	1	1	21	4
"ENSMUSG00000012428"	3	6	1	1	1	7	0	0	3
"ENSMUSG00000086528"	2	0	0	0	2	0	0	0	1
"ENSMUSG00000003161"	5691	4099	2766	410	49	61	552	1518	1277
"ENSMUSG00000082867"	1736	1438	1126	605	1219	3402	1961	2030	760
"ENSMUSG00000040537"	343	604	162	12	99	78	370	622	2529
"ENSMUSG00000094226"	1	0	0	0	1	2	1	0	0
"ENSMUSG00000095290"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000088103"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106265"	6	3	1	2	4	6	2	2	0
"ENSMUSG00000002297"	9684	7152	15677	7356	12167	20134	11511	8512	25182
"ENSMUSG00000054099"	324	624	740	576	2319	5666	1501	343	2522
"ENSMUSG00000040570"	13	8	0	1	588	6	359	12	366
"ENSMUSG00000105740"	10	14	3	2	8	31	5	3	2
"ENSMUSG00000040584"	7	3	1	83	1128	405	240	1	373
"ENSMUSG00000105392"	3	6	1	1	3	7	4	2	1
"ENSMUSG00000104535"	1	6	0	3	2	5	3	4	7
"ENSMUSG00000097279"	2	3	1	0	1	3	0	3	1
"ENSMUSG00000028970"	9	1	0	27	563	2209	229	60	543
"ENSMUSG00000105870"	10	12	1	6	12	4	54	2	109
"ENSMUSG00000042476"	6	7	1	2	6	3	3	0	6
"ENSMUSG00000106664"	18	6	97	61	19	116	42	15	20
"ENSMUSG00000003623"	368	1376	3995	85	9	1113	2505	1500	3586
"ENSMUSG00000078183"	256	163	166	63	145	231	248	147	416
"ENSMUSG00000102921"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000099209"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000084923"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079659"	138	247	0	144	262	561	209	177	135
"ENSMUSG00000042508"	1235	2413	5828	1379	2338	10093	4772	2112	7911
"ENSMUSG00000089562"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000080875"	1633	864	394	185	711	685	816	969	701
"ENSMUSG00000089926"	3	1	0	0	2	2	0	0	1
"ENSMUSG00000056004"	7	14	10	1	50	12	5	8	5
"ENSMUSG00000086115"	198	163	166	67	211	412	262	296	102
"ENSMUSG00000077896"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000003974"	59	36	0	14	19	17	8	13	6
"ENSMUSG00000106637"	22	24	10	7	26	38	3	15	10
"ENSMUSG00000089399"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000105348"	48	2	1	3	0	6	0	2	2
"ENSMUSG00000106661"	96	11	3	3	8	7	10	5	2
"ENSMUSG00000091487"	0	0	2	0	1	3	1	0	1
"ENSMUSG00000105173"	10	8	8	5	1	13	4	5	4
"ENSMUSG00000073226"	27	7	12	6	8	13	9	9	2
"ENSMUSG00000100895"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000069355"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000105157"	0	0	0	0	0	0	1	1	0
"ENSMUSG00000091817"	2	1	0	0	1	0	1	0	0
"ENSMUSG00000105536"	484	367	234	237	348	779	339	390	371
"ENSMUSG00000106274"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000105295"	17	10	51	21	69	96	55	62	28
"ENSMUSG00000105657"	3	4	0	2	1	2	2	1	0
"ENSMUSG00000091422"	0	0	0	0	0	0	1	1	0
"ENSMUSG00000104942"	49	71	38	6	31	78	40	31	8
"ENSMUSG00000106652"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000095710"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000091933"	0	0	1	0	0	0	0	0	0
"ENSMUSG00000104834"	8	17	25	4	29	22	10	6	6
"ENSMUSG00000105978"	3	1	0	0	0	4	1	1	0
"ENSMUSG00000106477"	5	22	12	2	14	26	10	19	3
"ENSMUSG00000106506"	0	0	0	0	1	1	0	0	0
"ENSMUSG00000094025"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000105705"	48	90	48	19	62	125	49	54	17
"ENSMUSG00000104982"	1	0	0	2	4	2	1	1	1
"ENSMUSG00000095918"	0	0	1	0	0	0	0	1	0
"ENSMUSG00000104811"	3	0	0	0	5	1	1	2	0
"ENSMUSG00000096846"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000105564"	4	3	5	1	8	10	7	6	5
"ENSMUSG00000106148"	2	0	0	0	1	0	0	0	0
"ENSMUSG00000095829"	0	0	2	0	0	0	0	0	0
"ENSMUSG00000106351"	54	76	49	20	71	140	54	94	26
"ENSMUSG00000106034"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096732"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000104601"	29	46	24	13	11	48	22	22	12
"ENSMUSG00000105549"	0	0	0	0	0	1	0	0	0
"ENSMUSG00000105688"	1	0	0	0	0	0	2	0	0
"ENSMUSG00000095296"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106156"	27	23	20	8	12	25	14	13	8
"ENSMUSG00000104789"	0	1	0	1	2	0	1	0	0
"ENSMUSG00000091903"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000104774"	20	27	18	6	13	45	18	27	4
"ENSMUSG00000105299"	0	1	0	0	3	0	0	0	0
"ENSMUSG00000094105"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000099391"	1	0	0	0	0	2	0	1	1
"ENSMUSG00000105364"	8	15	3	5	14	24	6	9	1
"ENSMUSG00000094205"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000104578"	19	23	7	8	9	27	8	11	4
"ENSMUSG00000105479"	19	11	2	2	12	7	1	9	2
"ENSMUSG00000094036"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106410"	34	63	19	11	24	59	22	20	8
"ENSMUSG00000106026"	9	7	4	0	7	8	5	10	1
"ENSMUSG00000067848"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000105171"	91	99	47	17	47	90	38	37	30
"ENSMUSG00000099516"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000103740"	2	1	0	0	0	0	0	0	1
"ENSMUSG00000105155"	18	31	10	6	13	19	8	10	5
"ENSMUSG00000104941"	86	44	8	5	10	13	12	21	2
"ENSMUSG00000040254"	18	11	3	8	16	16	68	11	5
"ENSMUSG00000105854"	1769	1167	754	334	964	1793	967	1011	703
"ENSMUSG00000104632"	41	27	17	12	29	34	21	24	10
"ENSMUSG00000105237"	207	59	56	21	98	140	70	164	28
"ENSMUSG00000094310"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096810"	293	283	522	410	1053	1979	1613	1911	768
"ENSMUSG00000104577"	83	37	41	29	62	104	69	44	68
"ENSMUSG00000062038"	74	97	89	57	152	289	173	103	75
"ENSMUSG00000028883"	35	112	10	22	58	107	19	31	23
"ENSMUSG00000105334"	3	6	0	2	3	7	4	4	2
"ENSMUSG00000105750"	6	10	0	4	4	6	6	6	2
"ENSMUSG00000105041"	13	9	6	0	8	11	3	8	2
"ENSMUSG00000104626"	12	8	1	0	9	4	3	3	1
"ENSMUSG00000105366"	9	7	1	1	5	4	2	5	12
"ENSMUSG00000104905"	29	19	1	15	10	16	11	14	2
"ENSMUSG00000104638"	1	0	0	0	2	0	0	0	1
"ENSMUSG00000105833"	210	170	78	69	105	214	108	110	59
"ENSMUSG00000090991"	0	0	0	0	0	0	1	0	0
"ENSMUSG00000067855"	1	1	1	0	0	0	1	0	0
"ENSMUSG00000090793"	0	0	0	0	0	0	1	0	0
"ENSMUSG00000106615"	0	0	0	0	2	1	0	3	1
"ENSMUSG00000105521"	3	2	1	0	0	2	2	1	1
"ENSMUSG00000105614"	4	1	0	0	2	42	3	1	3
"ENSMUSG00000089244"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000063531"	32	27	3	2	39	29	671	894	1028
"ENSMUSG00000105528"	307	521	67	455	182	137	191	304	39
"ENSMUSG00000085352"	1	1	0	0	1	0	0	0	2
"ENSMUSG00000106310"	1	4	1	1	4	2	4	2	0
"ENSMUSG00000061601"	53	68	14	8	33	42	202	29	103
"ENSMUSG00000097976"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106491"	25	18	2	11	23	33	11	7	9
"ENSMUSG00000105485"	16	5	1	4	11	7	1	7	1
"ENSMUSG00000104625"	14	8	1	2	16	11	7	2	1
"ENSMUSG00000106048"	15	21	4	2	13	27	8	11	3
"ENSMUSG00000106411"	0	3	0	2	2	1	2	0	0
"ENSMUSG00000105578"	7	8	2	0	9	3	4	2	0
"ENSMUSG00000098233"	0	0	0	1	1	0	0	0	1
"ENSMUSG00000105571"	3	1	0	0	1	0	1	1	1
"ENSMUSG00000104672"	1	2	0	2	4	2	0	3	1
"ENSMUSG00000033219"	27	4	200	1	11	11	5	10	0
"ENSMUSG00000091255"	6	9	305	12	6	0	0	3	2
"ENSMUSG00000072188"	5	2	124	0	3	0	0	1	0
"ENSMUSG00000091897"	13	9	401	3	10	9	15	15	1
"ENSMUSG00000106004"	0	1	3	1	0	0	0	0	0
"ENSMUSG00000099762"	2	2	33	2	1	2	0	1	0
"ENSMUSG00000094230"	0	1	6	1	0	0	0	0	0
"ENSMUSG00000106445"	14	4	32	4	0	0	0	0	0
"ENSMUSG00000105300"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096878"	3	4	58	29	0	0	0	2	0
"ENSMUSG00000070933"	3	3	87	14	7	1	0	3	2
"ENSMUSG00000069720"	2	0	41	6	1	0	1	1	0
"ENSMUSG00000089871"	0	1	2	0	0	0	0	0	0
"ENSMUSG00000073208"	6	9	28	10	2	1	3	4	1
"ENSMUSG00000106083"	4	0	1	0	0	0	0	0	0
"ENSMUSG00000105515"	1	2	0	1	4	4	1	0	1
"ENSMUSG00000105185"	0	1	0	0	1	2	0	0	0
"ENSMUSG00000105916"	97	97	24	28	77	114	36	52	58
"ENSMUSG00000105310"	0	1	1	0	0	1	1	1	0
"ENSMUSG00000096936"	0	0	0	1	1	1	0	0	0
"ENSMUSG00000040118"	35	126	368	6	24	74	89	207	171
"ENSMUSG00000104886"	99	4	0	1	4	3	3	2	0
"ENSMUSG00000105526"	5	5	2	1	1	1	1	0	0
"ENSMUSG00000106177"	0	2	1	0	0	0	0	0	1
"ENSMUSG00000097941"	14	12	3	21	26	23	51	50	51
"ENSMUSG00000028864"	5	0	1	0	7	3	3	1	5
"ENSMUSG00000106339"	4	1	0	0	3	2	2	4	0
"ENSMUSG00000105660"	0	1	1	0	0	0	1	1	0
"ENSMUSG00000059179"	45	34	58	19	30	72	62	35	34
"ENSMUSG00000109903"	0	5	0	1	5	5	2	6	0
"ENSMUSG00000099854"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000105706"	4	10	3	2	0	38	6	0	18
"ENSMUSG00000091273"	0	0	148	0	0	0	138	36	238
"ENSMUSG00000091827"	5	6	3	0	3	0	0	1	0
"ENSMUSG00000090750"	4	2	0	0	0	0	0	0	0
"ENSMUSG00000058643"	2	6	0	0	2	3	1	1	0
"ENSMUSG00000106358"	17	16	13	13	8	23	16	19	13
"ENSMUSG00000028780"	4	4	0	3	8	2	60	25	369
"ENSMUSG00000002944"	5	5	0	0	5	8	0	2	5
"ENSMUSG00000028777"	1	1	0	0	2	1	1	2	1
"ENSMUSG00000057614"	48	4	2	9	73	5777	774	145	2180
"ENSMUSG00000104540"	0	0	0	0	2	0	0	0	0
"ENSMUSG00000104718"	2	1	0	1	1	1	1	0	0
"ENSMUSG00000105930"	2	0	0	0	1	0	0	0	0
"ENSMUSG00000089364"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106498"	2	6	0	0	1	2	1	2	1
"ENSMUSG00000097626"	5	2	2	0	3	3	51	6	2
"ENSMUSG00000106433"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040003"	27	22	540	0	844	1479	10	9	244
"ENSMUSG00000106204"	2	0	0	0	0	2	1	0	0
"ENSMUSG00000088668"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096882"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000077171"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106559"	2	1	3	0	1	3	1	5	1
"ENSMUSG00000087768"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106240"	18	32	7	4	7	8	12	7	6
"ENSMUSG00000073174"	1	3	0	0	0	0	0	0	1
"ENSMUSG00000105036"	0	1	0	0	1	1	0	1	0
"ENSMUSG00000039987"	2342	2570	4337	699	407	2797	685	1063	3179
"ENSMUSG00000082716"	47	18	24	39	127	300	77	116	23
"ENSMUSG00000045435"	3871	1542	3599	984	894	596	1880	1067	3754
"ENSMUSG00000039968"	1282	435	1164	815	2598	777	1502	859	3964
"ENSMUSG00000101013"	2	8	3	2	3	2	0	1	3
"ENSMUSG00000028771"	2139	5204	5184	3093	506	1036	4244	642	11785
"ENSMUSG00000106158"	7	6	2	2	2	5	7	9	0
"ENSMUSG00000087813"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000096269"	55	38	101	60	185	390	171	197	65
"ENSMUSG00000106116"	0	0	0	1	2	2	1	2	1
"ENSMUSG00000106104"	5	1	0	0	1	1	1	0	0
"ENSMUSG00000039934"	20	42	475	17	29	44	21	81	4
"ENSMUSG00000104920"	4	0	0	0	1	0	2	2	1
"ENSMUSG00000105275"	0	1	0	1	0	1	0	0	0
"ENSMUSG00000064280"	2	12	2	0	3	1	0	2	82
"ENSMUSG00000039899"	11	1	1	23	2	5	44	1	169
"ENSMUSG00000047221"	817	687	3261	676	5634	4394	4315	2096	3341
"ENSMUSG00000048520"	1	3	88	0	2	3	0	0	0
"ENSMUSG00000039883"	31	29	38	0	12	21	9	9	10
"ENSMUSG00000106135"	5599	4796	5046	2062	4808	10807	7779	6798	2134
"ENSMUSG00000106294"	267	203	114	127	181	450	94	152	401
"ENSMUSG00000038525"	9195	3008	9850	3528	7108	4733	14486	9726	32256
"ENSMUSG00000044968"	1041	1196	1661	337	686	2268	994	380	2002
"ENSMUSG00000081242"	8	13	32	6	12	16	15	5	2
"ENSMUSG00000029017"	22751	5049	15812	4305	2787	17852	6933	4918	12927
"ENSMUSG00000083006"	0	0	1	1	0	4	0	0	0
"ENSMUSG00000029014"	23728	24034	33510	9838	28666	32889	26874	12005	39197
"ENSMUSG00000028932"	60420	73698	82645	15802	18882	51136	28563	28730	34599
"ENSMUSG00000029015"	69	12	7	8	16	13	9	27	7
"ENSMUSG00000042453"	16	22	4	3	16	16	77	71	294
"ENSMUSG00000090008"	389	343	275	147	395	1129	368	388	119
"ENSMUSG00000073152"	21	35	42	10	18	24	3	10	5
"ENSMUSG00000090197"	150	196	69	32	74	95	33	45	32
"ENSMUSG00000105766"	7	10	3	0	5	6	4	1	1
"ENSMUSG00000089910"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000089793"	2	1	0	0	2	2	0	0	1
"ENSMUSG00000090226"	1	3	0	1	2	0	0	3	1
"ENSMUSG00000088578"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000105106"	8	6	3	3	14	12	7	15	5
"ENSMUSG00000065660"	0	1	0	0	1	0	0	0	1
"ENSMUSG00000105081"	1516	842	198	248	475	539	204	389	274
"ENSMUSG00000029012"	4686	701	5704	6112	2418	10157	4285	4377	7884
"ENSMUSG00000084235"	884	593	966	935	2553	3965	1449	1239	1855
"ENSMUSG00000096346"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000097207"	331	161	87	63	142	57	57	146	21
"ENSMUSG00000105156"	49	47	21	8	24	67	20	17	42
"ENSMUSG00000081855"	1813	1553	1747	1341	2435	6253	2764	2810	1197
"ENSMUSG00000092704"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106181"	0	20	27	21	3	87	57	33	40
"ENSMUSG00000104913"	714	671	626	864	1338	1970	2293	2915	2055
"ENSMUSG00000105076"	10	14	11	1	5	19	8	13	3
"ENSMUSG00000105029"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000106379"	11	7	3	2	6	8	2	3	2
"ENSMUSG00000094832"	82	97	20	40	105	114	94	74	17
"ENSMUSG00000105543"	10	12	1	2	4	8	10	9	0
"ENSMUSG00000060879"	626	814	819	272	697	904	1004	1049	323
"ENSMUSG00000104866"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000098903"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000105254"	4	4	175	1	2	1	2	1	1
"ENSMUSG00000105091"	0	0	1	0	0	0	0	0	2
"ENSMUSG00000073147"	893	119	325	247	22	21	574	367	763
"ENSMUSG00000106269"	1	1	0	0	0	2	0	0	1
"ENSMUSG00000104765"	0	0	1	0	0	0	0	0	0
"ENSMUSG00000105042"	0	2	0	0	0	1	1	0	0
"ENSMUSG00000029004"	173	296	503	199	42	43	331	608	2328
"ENSMUSG00000088170"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000062604"	1534	1095	1944	247	260	733	3310	1774	3947
"ENSMUSG00000088359"	180	114	1	4	4	3	19	32	20
"ENSMUSG00000105565"	12	1025	431	41	531	64	402	618	810
"ENSMUSG00000105987"	256	373	5696	883	1153	25	2947	1770	1907
"ENSMUSG00000096832"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000057541"	3524	5229	4628	1264	1975	10317	6395	4844	11548
"ENSMUSG00000028999"	255	1756	685	144	1138	11	734	298	1175
"ENSMUSG00000104569"	7	6	2	0	5	4	4	2	0
"ENSMUSG00000086697"	162	68	55	25	42	84	51	52	62
"ENSMUSG00000065329"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000028998"	20694	20358	33525	6415	8802	49997	19864	20455	34493
"ENSMUSG00000097180"	547	876	868	506	1428	77	2119	1221	3734
"ENSMUSG00000095205"	2	0	42	0	0	0	0	0	0
"ENSMUSG00000028995"	343	69	2004	21	63	105	1045	366	546
"ENSMUSG00000105866"	1270	1060	2378	922	2440	5734	2812	2364	1478
"ENSMUSG00000106118"	83	36	41	20	53	68	37	61	29
"ENSMUSG00000028986"	895	358	1225	69	4050	1388	2421	2023	5200
"ENSMUSG00000106133"	8799	8472	6642	772	667	1632	112	100	74
"ENSMUSG00000106665"	30	20	8	6	23	34	23	27	24
"ENSMUSG00000048439"	2699	1004	3873	526	255	5745	536	924	852
"ENSMUSG00000099891"	1975	1410	983	472	1324	2561	1021	1212	651
"ENSMUSG00000105141"	3	7	3	1	2	4	0	3	3
"ENSMUSG00000105713"	0	0	0	0	0	2	0	0	0
